env_type,distance_m,num_walls,has_metal,frequency_mhz,ant_0_rssi_dbm,ant_1_rssi_dbm,ant_2_rssi_dbm,best_ant
urban,156.503,0,0,915.0,-90.411,-88.865,-96.0,1
indoor,117.574,2,0,915.0,-102.1,-101.995,-105.216,1
urban,189.716,0,0,915.0,-97.772,-95.247,-93.716,2
urban,50.231,0,0,915.0,-77.659,-78.116,-76.693,2
urban,106.993,0,0,2400.0,-83.058,-88.79,-83.351,0
rural,6.025,0,0,915.0,-48.465,-44.524,-37.883,2
indoor,124.554,1,0,2400.0,-95.819,-94.341,-101.39,1
rural,109.902,0,0,915.0,-70.527,-77.296,-66.088,2
indoor,199.813,2,0,915.0,-111.245,-108.557,-110.832,1
rural,177.078,0,0,2400.0,-79.483,-75.594,-77.136,1
indoor,195.414,0,0,2400.0,-98.138,-101.316,-97.818,2
urban,114.511,0,0,2400.0,-89.596,-88.977,-88.889,2
urban,50.807,0,0,915.0,-77.533,-78.555,-81.228,0
indoor,28.36,2,0,915.0,-83.946,-86.677,-83.627,2
indoor,163.356,0,0,915.0,-100.761,-101.362,-98.744,2
indoor,171.63,0,0,2400.0,-97.623,-91.612,-93.844,1
urban,105.263,0,0,915.0,-89.149,-89.117,-87.289,2
indoor,183.918,0,0,915.0,-103.223,-102.55,-101.164,2
indoor,128.277,2,0,2400.0,-99.527,-100.94,-102.773,0
indoor,162.342,0,0,915.0,-101.917,-100.941,-101.05,1
urban,11.386,0,0,2400.0,-59.744,-50.425,-60.679,1
urban,13.643,0,0,915.0,-59.734,-64.08,-59.778,0
indoor,106.082,1,0,915.0,-98.826,-98.07,-93.081,2
urban,37.091,0,0,915.0,-73.816,-73.783,-74.794,1
indoor,138.382,1,1,915.0,-107.475,-100.508,-111.452,1
rural,139.29,0,0,2400.0,-66.757,-75.484,-73.688,0
indoor,15.129,2,0,915.0,-78.992,-75.547,-79.296,1
indoor,72.817,4,0,2400.0,-99.658,-100.39,-99.091,2
indoor,145.097,0,1,2400.0,-103.071,-95.804,-103.748,1
urban,40.841,0,0,915.0,-78.516,-78.057,-77.266,2
urban,171.511,0,0,915.0,-95.635,-95.212,-94.56,2
indoor,152.143,0,0,915.0,-101.335,-102.174,-96.111,2
rural,184.837,0,1,2400.0,-83.699,-83.75,-79.185,2
urban,22.744,0,0,915.0,-65.98,-66.876,-70.211,0
urban,6.529,0,1,2400.0,-57.145,-56.983,-54.15,2
rural,19.966,0,0,915.0,-62.311,-60.376,-60.822,1
indoor,110.392,1,0,915.0,-100.928,-99.14,-92.134,2
rural,56.678,0,0,915.0,-68.245,-67.513,-67.086,2
urban,122.911,0,0,2400.0,-89.141,-83.896,-86.955,1
urban,53.659,0,0,915.0,-77.897,-79.552,-74.902,2
rural,96.922,0,0,915.0,-75.996,-68.078,-70.868,1
urban,188.036,0,0,2400.0,-91.286,-87.938,-91.125,1
indoor,118.361,0,0,915.0,-93.519,-95.353,-95.756,0
urban,129.034,0,0,2400.0,-85.631,-84.691,-88.067,1
rural,27.516,0,1,2400.0,-68.49,-64.41,-67.647,1
urban,150.164,0,0,2400.0,-89.005,-84.043,-89.56,1
indoor,147.597,0,0,915.0,-98.069,-100.153,-100.366,0
indoor,75.411,2,0,2400.0,-89.765,-86.568,-95.487,1
urban,163.091,0,0,2400.0,-90.573,-95.59,-89.928,2
urban,43.675,0,0,2400.0,-77.223,-74.232,-80.014,1
indoor,7.996,0,0,915.0,-59.515,-60.598,-57.419,2
urban,10.667,0,0,2400.0,-58.477,-53.719,-60.867,1
rural,138.367,0,0,915.0,-75.877,-73.151,-74.179,1
urban,12.041,0,1,915.0,-69.331,-65.679,-67.538,1
indoor,176.966,3,0,915.0,-108.918,-111.238,-109.518,0
indoor,142.27,2,0,915.0,-102.917,-103.125,-101.552,2
urban,43.215,0,0,2400.0,-77.424,-72.692,-76.043,1
indoor,76.316,0,0,2400.0,-83.441,-93.286,-87.003,0
indoor,19.916,2,0,915.0,-78.175,-80.623,-80.355,0
indoor,85.283,0,0,915.0,-92.12,-89.94,-89.652,2
indoor,41.282,1,1,2400.0,-83.23,-83.925,-87.128,0
indoor,173.334,2,1,915.0,-110.13,-113.828,-113.8,0
rural,109.234,0,0,2400.0,-73.004,-68.584,-68.134,2
indoor,41.218,2,0,2400.0,-86.139,-84.391,-84.634,1
rural,22.428,0,0,2400.0,-57.256,-54.354,-57.904,1
urban,83.161,0,0,2400.0,-82.391,-78.171,-80.89,1
urban,9.11,0,0,915.0,-57.198,-58.588,-55.701,2
urban,15.965,0,0,2400.0,-58.768,-60.303,-63.067,0
indoor,57.627,0,0,915.0,-86.275,-90.146,-84.233,2
urban,62.427,0,0,2400.0,-76.177,-82.212,-79.205,0
urban,1.885,0,1,915.0,-50.274,-42.426,-46.394,1
urban,27.731,0,0,2400.0,-71.918,-62.42,-71.555,1
indoor,195.321,0,0,915.0,-94.769,-103.572,-103.97,0
urban,19.718,0,1,915.0,-76.531,-72.293,-78.131,1
urban,168.251,0,0,2400.0,-88.788,-90.053,-86.803,2
urban,121.91,0,1,915.0,-91.302,-96.858,-91.107,2
indoor,59.056,1,0,915.0,-86.956,-92.816,-90.901,0
indoor,96.701,2,0,915.0,-98.087,-100.433,-99.686,0
rural,37.033,0,0,915.0,-64.632,-64.555,-61.547,2
rural,21.53,0,0,2400.0,-56.379,-56.368,-53.154,2
indoor,57.665,2,0,915.0,-90.997,-92.897,-91.892,0
urban,150.516,0,0,2400.0,-87.628,-92.79,-88.424,0
urban,105.035,0,0,2400.0,-88.49,-85.557,-88.83,1
urban,127.626,0,0,915.0,-89.003,-87.898,-90.034,1
indoor,138.37,2,0,2400.0,-92.869,-104.596,-102.544,0
urban,162.751,0,0,915.0,-90.931,-93.468,-93.422,0
rural,44.916,0,0,2400.0,-63.164,-61.851,-62.635,1
indoor,149.369,1,0,2400.0,-94.737,-99.198,-102.286,0
indoor,191.494,4,0,2400.0,-113.683,-111.929,-113.087,1
rural,132.423,0,0,2400.0,-71.146,-72.346,-76.382,0
rural,154.436,0,1,2400.0,-79.497,-78.275,-79.995,1
rural,172.264,0,0,2400.0,-80.185,-77.167,-69.954,2
rural,3.091,0,0,2400.0,-38.918,-43.909,-40.233,0
indoor,45.673,0,0,2400.0,-78.382,-81.352,-80.597,0
rural,25.64,0,0,2400.0,-54.66,-59.751,-60.489,0
urban,42.858,0,0,2400.0,-74.108,-76.986,-74.711,0
rural,64.99,0,0,2400.0,-68.301,-65.837,-64.149,2
urban,135.517,0,0,2400.0,-86.708,-88.129,-83.468,2
indoor,68.685,2,0,915.0,-91.598,-95.295,-95.375,0
indoor,190.739,3,0,915.0,-110.048,-113.012,-116.553,0
indoor,137.656,0,0,915.0,-97.375,-102.966,-98.993,0
indoor,10.784,0,0,915.0,-60.938,-60.872,-70.758,1
indoor,189.768,0,0,915.0,-101.428,-102.635,-100.712,2
urban,126.144,0,0,915.0,-88.657,-89.904,-90.713,0
urban,140.631,0,0,915.0,-96.627,-90.948,-93.072,1
indoor,84.055,0,0,2400.0,-90.239,-84.68,-91.161,1
indoor,12.829,3,0,2400.0,-77.639,-75.067,-73.005,2
indoor,72.863,2,0,2400.0,-91.734,-90.627,-97.556,1
urban,60.603,0,0,915.0,-85.041,-84.626,-79.077,2
indoor,78.401,0,1,915.0,-97.607,-97.84,-95.998,2
indoor,138.625,1,0,915.0,-102.093,-98.107,-102.976,1
indoor,49.424,0,0,915.0,-82.574,-82.377,-82.898,1
indoor,139.607,2,0,915.0,-101.191,-100.974,-103.962,1
rural,134.589,0,0,915.0,-73.25,-80.179,-75.67,0
indoor,178.177,2,0,915.0,-109.675,-111.218,-110.524,0
urban,148.16,0,0,2400.0,-90.411,-93.437,-88.06,2
urban,110.272,0,1,915.0,-93.955,-87.743,-92.365,1
indoor,6.287,1,1,2400.0,-58.429,-59.636,-63.472,0
urban,194.88,0,0,2400.0,-91.295,-92.535,-96.719,0
indoor,1.602,0,0,2400.0,-38.637,-36.472,-36.625,1
rural,111.567,0,0,915.0,-75.096,-66.289,-73.514,1
indoor,143.596,2,1,915.0,-110.297,-114.579,-112.555,0
urban,72.516,0,0,915.0,-85.08,-84.745,-84.958,1
urban,136.376,0,0,915.0,-89.866,-92.731,-91.723,0
indoor,136.249,0,0,2400.0,-91.623,-90.947,-91.579,1
indoor,4.891,0,0,2400.0,-54.594,-49.59,-54.196,1
indoor,104.827,0,0,915.0,-92.987,-95.079,-94.105,0
indoor,127.44,1,0,2400.0,-97.723,-94.109,-95.758,1
urban,129.69,0,0,915.0,-89.591,-89.885,-87.962,2
rural,31.413,0,0,915.0,-67.207,-60.485,-63.161,1
urban,54.131,0,0,2400.0,-76.771,-76.252,-78.421,1
rural,94.825,0,0,915.0,-73.261,-73.619,-69.6,2
indoor,85.338,0,0,915.0,-93.67,-92.43,-89.396,2
urban,1.785,0,0,915.0,-39.451,-31.047,-39.418,1
rural,46.938,0,1,2400.0,-67.553,-71.1,-68.567,0
rural,124.14,0,0,2400.0,-73.563,-78.112,-66.465,2
indoor,55.697,3,0,2400.0,-91.268,-92.111,-95.078,0
urban,194.672,0,0,2400.0,-91.208,-86.177,-92.292,1
rural,77.394,0,0,915.0,-70.861,-73.778,-72.917,0
urban,167.156,0,0,915.0,-91.333,-90.134,-92.599,1
indoor,179.333,1,0,2400.0,-100.916,-101.407,-102.238,0
indoor,198.704,1,0,2400.0,-100.067,-104.257,-104.339,0
rural,69.487,0,0,2400.0,-67.55,-62.04,-63.833,1
indoor,123.694,3,0,2400.0,-101.244,-102.166,-105.791,0
indoor,82.077,1,0,915.0,-90.257,-89.73,-96.435,1
urban,4.812,0,0,2400.0,-49.078,-49.889,-50.395,0
urban,22.782,0,0,915.0,-68.038,-69.347,-70.15,0
indoor,70.32,2,1,2400.0,-98.672,-101.25,-101.428,0
urban,49.385,0,0,915.0,-80.12,-78.821,-76.54,2
rural,43.658,0,1,2400.0,-67.893,-69.405,-69.436,0
indoor,15.54,2,0,915.0,-73.83,-75.423,-76.605,0
indoor,166.457,2,0,2400.0,-104.827,-104.062,-102.561,2
urban,154.964,0,0,915.0,-93.883,-93.521,-91.325,2
urban,94.399,0,0,915.0,-87.66,-81.779,-89.866,1
indoor,115.13,0,0,915.0,-94.375,-97.213,-100.205,0
indoor,95.028,0,1,2400.0,-100.316,-95.565,-93.766,2
indoor,75.3,3,0,915.0,-99.839,-96.049,-100.471,1
indoor,135.799,3,1,2400.0,-112.228,-108.209,-114.881,1
indoor,13.683,2,0,2400.0,-70.191,-70.681,-70.112,2
rural,178.664,0,0,2400.0,-77.092,-73.898,-75.309,1
urban,195.432,0,0,915.0,-99.182,-97.218,-95.831,2
indoor,145.242,2,0,915.0,-104.1,-106.694,-105.42,0
urban,96.128,0,0,915.0,-90.973,-86.794,-92.423,1
urban,59.696,0,0,2400.0,-80.525,-74.68,-81.235,1
urban,59.274,0,0,915.0,-77.851,-77.521,-80.731,1
indoor,86.214,3,0,2400.0,-99.02,-97.017,-95.279,2
urban,197.147,0,1,2400.0,-99.738,-95.345,-98.972,1
indoor,94.49,4,0,2400.0,-103.843,-100.949,-103.637,1
rural,110.512,0,0,915.0,-71.517,-72.653,-65.509,2
indoor,123.321,0,0,2400.0,-92.678,-91.996,-92.428,1
indoor,56.597,0,0,915.0,-81.043,-87.049,-83.677,0
urban,179.414,0,0,2400.0,-92.624,-92.575,-87.033,2
indoor,93.23,1,0,2400.0,-94.78,-93.05,-92.118,2
rural,154.799,0,0,915.0,-71.856,-81.42,-73.781,0
indoor,63.267,0,0,2400.0,-82.87,-81.303,-81.863,1
urban,186.031,0,1,915.0,-99.412,-101.999,-104.483,0
rural,127.509,0,0,2400.0,-69.796,-71.93,-67.737,2
indoor,61.155,1,0,915.0,-93.341,-89.985,-93.138,1
urban,97.471,0,0,2400.0,-83.163,-79.426,-86.425,1
indoor,7.015,0,1,2400.0,-63.919,-61.658,-61.09,2
indoor,112.271,0,0,915.0,-97.631,-97.276,-93.933,2
urban,117.314,0,0,2400.0,-87.984,-82.875,-87.756,1
indoor,117.469,1,0,2400.0,-100.725,-96.996,-97.026,1
indoor,191.495,0,0,915.0,-103.372,-103.002,-102.114,2
urban,105.751,0,0,2400.0,-84.848,-83.673,-83.703,1
urban,66.599,0,0,915.0,-78.951,-79.849,-84.249,0
urban,155.316,0,0,915.0,-91.241,-88.56,-90.937,1
urban,11.889,0,0,915.0,-61.796,-59.605,-59.808,1
urban,145.191,0,1,915.0,-97.91,-94.802,-95.13,1
urban,78.813,0,0,915.0,-84.91,-87.914,-80.828,2
indoor,7.613,0,0,2400.0,-51.88,-55.721,-58.899,0
indoor,199.13,1,0,2400.0,-99.359,-102.855,-106.453,0
rural,153.7,0,1,915.0,-86.716,-83.352,-73.156,2
indoor,13.021,0,0,2400.0,-60.62,-59.921,-63.819,1
rural,60.538,0,0,915.0,-65.272,-67.631,-68.192,0
urban,95.926,0,0,915.0,-84.574,-86.89,-87.206,0
rural,185.902,0,0,915.0,-77.518,-77.719,-76.074,2
rural,85.916,0,0,2400.0,-70.447,-68.824,-69.656,1
urban,143.724,0,0,2400.0,-89.227,-90.746,-86.991,2
rural,72.633,0,0,915.0,-69.262,-67.651,-68.443,1
indoor,25.636,2,1,915.0,-85.833,-91.697,-89.613,0
rural,191.998,0,1,2400.0,-83.497,-80.07,-76.873,2
indoor,187.721,1,1,2400.0,-108.599,-110.103,-111.25,0
rural,44.418,0,0,2400.0,-68.591,-64.838,-60.581,2
indoor,103.135,2,0,915.0,-98.945,-99.609,-103.476,0
indoor,90.766,0,0,2400.0,-90.451,-90.766,-90.826,0
indoor,28.769,1,0,915.0,-80.028,-80.436,-74.706,2
urban,112.623,0,0,2400.0,-88.855,-87.974,-88.888,1
urban,109.065,0,1,915.0,-95.047,-93.414,-96.839,1
urban,24.863,0,0,2400.0,-68.325,-71.658,-68.338,0
urban,170.733,0,0,2400.0,-87.35,-91.96,-90.582,0
urban,28.132,0,0,915.0,-75.148,-69.739,-72.94,1
urban,49.256,0,0,2400.0,-73.891,-73.275,-72.458,2
indoor,53.372,4,0,915.0,-97.156,-95.33,-103.382,1
indoor,147.987,0,0,2400.0,-94.182,-93.2,-100.398,1
indoor,27.55,2,0,2400.0,-82.09,-77.385,-81.137,1
rural,17.236,0,0,915.0,-60.64,-57.826,-56.277,2
indoor,179.803,1,0,2400.0,-95.047,-95.843,-104.779,0
indoor,191.346,1,0,915.0,-105.084,-103.792,-104.656,1
indoor,142.017,2,0,915.0,-107.274,-107.364,-106.52,2
indoor,135.944,1,0,915.0,-102.235,-102.112,-101.952,2
rural,19.789,0,0,915.0,-61.537,-62.121,-55.848,2
urban,90.574,0,0,915.0,-86.144,-85.91,-89.109,1
urban,130.744,0,0,915.0,-89.785,-92.544,-89.417,2
urban,180.252,0,0,915.0,-89.152,-96.354,-92.377,0
indoor,45.346,0,0,2400.0,-82.279,-80.235,-78.599,2
rural,156.426,0,1,2400.0,-79.107,-83.029,-80.064,0
indoor,59.198,1,0,2400.0,-87.314,-90.945,-89.363,0
indoor,138.444,0,0,915.0,-97.188,-94.976,-99.606,1
rural,175.387,0,0,915.0,-78.763,-75.733,-78.154,1
indoor,186.359,2,1,915.0,-115.137,-113.774,-110.739,2
rural,191.37,0,0,2400.0,-76.255,-72.786,-76.857,1
rural,120.351,0,0,2400.0,-74.375,-67.371,-69.029,1
indoor,188.069,1,0,915.0,-103.826,-103.49,-107.682,1
urban,129.897,0,0,915.0,-91.591,-88.388,-85.261,2
urban,24.907,0,0,915.0,-69.483,-73.189,-67.76,2
urban,129.451,0,0,2400.0,-84.712,-86.918,-84.591,2
indoor,32.033,0,1,915.0,-83.426,-83.803,-84.277,0
indoor,130.171,0,0,915.0,-94.253,-97.479,-99.803,0
urban,149.669,0,0,915.0,-97.919,-88.755,-88.179,2
urban,118.761,0,0,915.0,-94.425,-88.464,-87.58,2
indoor,100.609,2,0,2400.0,-91.693,-97.086,-97.375,0
urban,156.32,0,0,2400.0,-87.879,-87.191,-88.419,1
indoor,98.038,0,0,915.0,-92.365,-94.655,-92.798,0
indoor,28.197,2,0,915.0,-81.792,-80.888,-85.881,1
indoor,71.25,0,0,915.0,-88.726,-85.956,-86.259,1
urban,100.838,0,0,2400.0,-81.757,-84.54,-81.038,2
urban,46.485,0,0,2400.0,-77.121,-72.863,-73.562,1
urban,170.154,0,0,2400.0,-93.136,-89.833,-90.727,1
rural,191.874,0,0,2400.0,-75.365,-77.215,-75.031,2
rural,3.152,0,0,2400.0,-43.78,-41.579,-38.558,2
indoor,45.243,1,0,915.0,-89.324,-85.114,-89.276,1
urban,172.1,0,0,915.0,-92.699,-94.311,-96.021,0
rural,121.92,0,1,915.0,-81.977,-81.474,-75.041,2
indoor,49.656,1,0,915.0,-85.775,-85.571,-88.898,1
urban,103.798,0,0,2400.0,-85.857,-85.557,-81.885,2
indoor,84.257,0,0,915.0,-91.889,-90.465,-90.882,1
indoor,22.33,3,0,915.0,-81.74,-81.649,-82.546,1
urban,162.776,0,0,2400.0,-89.593,-91.098,-92.357,0
indoor,179.733,0,0,915.0,-101.976,-100.608,-103.866,1
urban,107.165,0,0,2400.0,-83.631,-86.233,-85.918,0
indoor,68.045,2,1,915.0,-101.539,-97.008,-105.016,1
indoor,195.608,2,0,2400.0,-106.369,-107.636,-110.189,0
urban,38.404,0,0,2400.0,-74.85,-69.393,-74.549,1
rural,150.148,0,0,2400.0,-76.838,-74.794,-67.002,2
indoor,130.553,0,0,2400.0,-89.861,-97.305,-95.083,0
indoor,177.418,0,0,915.0,-101.96,-100.225,-99.391,2
indoor,48.454,2,0,2400.0,-87.651,-89.741,-87.735,0
indoor,157.893,0,0,915.0,-100.907,-98.397,-107.441,1
indoor,150.18,0,0,2400.0,-95.701,-96.7,-96.42,0
urban,85.376,0,0,2400.0,-83.019,-83.971,-85.531,0
urban,80.401,0,0,915.0,-82.619,-81.908,-81.982,1
indoor,31.422,4,0,2400.0,-90.035,-89.727,-86.856,2
rural,47.406,0,0,2400.0,-63.036,-62.581,-63.029,1
indoor,139.295,1,1,915.0,-107.703,-108.05,-109.071,0
urban,122.977,0,1,2400.0,-92.976,-95.163,-92.769,2
rural,61.875,0,0,915.0,-67.217,-71.706,-66.666,2
indoor,197.226,1,0,2400.0,-100.823,-101.359,-107.802,0
indoor,179.798,1,0,2400.0,-97.549,-101.478,-100.074,0
urban,22.007,0,0,2400.0,-64.084,-63.865,-64.507,1
rural,10.864,0,0,2400.0,-46.785,-48.935,-48.892,0
indoor,56.005,1,1,2400.0,-91.684,-94.74,-90.384,2
urban,41.612,0,1,915.0,-86.488,-84.852,-84.009,2
urban,38.7,0,0,2400.0,-74.65,-75.608,-70.537,2
urban,119.039,0,0,915.0,-92.374,-87.4,-90.087,1
indoor,67.498,0,0,2400.0,-82.926,-86.463,-85.438,0
indoor,77.168,3,0,2400.0,-95.881,-92.7,-97.618,1
urban,83.929,0,0,915.0,-84.832,-85.983,-83.127,2
indoor,169.918,0,0,2400.0,-98.657,-93.911,-98.429,1
indoor,19.275,0,0,2400.0,-67.6,-67.623,-68.748,0
rural,29.822,0,0,915.0,-63.106,-57.329,-62.666,1
indoor,99.617,2,0,915.0,-104.716,-101.828,-99.374,2
urban,103.292,0,0,2400.0,-87.047,-83.875,-86.132,1
urban,182.496,0,1,915.0,-103.713,-97.021,-101.228,1
urban,118.449,0,0,915.0,-85.458,-90.644,-87.844,0
urban,105.952,0,0,2400.0,-86.834,-81.053,-87.189,1
indoor,131.349,0,1,2400.0,-101.041,-98.989,-100.32,1
urban,131.426,0,0,2400.0,-86.548,-89.078,-85.008,2
urban,127.982,0,0,915.0,-90.329,-93.583,-92.692,0
rural,101.902,0,0,2400.0,-69.583,-71.762,-71.35,0
rural,168.989,0,0,2400.0,-74.557,-70.811,-72.173,1
indoor,149.51,0,0,915.0,-97.024,-100.946,-97.399,0
urban,164.13,0,0,2400.0,-90.64,-86.236,-90.42,1
indoor,85.932,1,0,915.0,-93.125,-100.536,-97.661,0
indoor,70.92,2,0,915.0,-90.031,-97.884,-98.111,0
urban,62.226,0,0,2400.0,-79.802,-74.204,-77.489,1
urban,37.013,0,1,2400.0,-82.018,-82.103,-81.636,2
rural,72.901,0,0,915.0,-72.69,-71.249,-64.06,2
indoor,83.216,1,0,2400.0,-90.1,-84.19,-89.828,1
urban,113.89,0,0,915.0,-87.612,-91.466,-91.397,0
indoor,116.664,1,0,2400.0,-96.067,-93.476,-93.946,1
urban,3.361,0,0,915.0,-46.19,-45.25,-44.828,2
urban,46.053,0,0,2400.0,-70.102,-72.237,-76.897,0
indoor,106.483,2,0,915.0,-100.539,-103.398,-100.145,2
indoor,143.525,2,0,2400.0,-98.301,-98.565,-101.766,0
indoor,153.002,1,0,2400.0,-96.891,-101.271,-95.334,2
urban,40.366,0,0,2400.0,-68.6,-70.139,-70.564,0
urban,145.147,0,0,2400.0,-86.819,-85.829,-90.723,1
urban,65.702,0,0,915.0,-80.886,-83.002,-85.27,0
indoor,50.07,0,0,2400.0,-81.813,-77.795,-79.854,1
indoor,172.361,3,1,915.0,-116.759,-116.029,-120.021,1
urban,154.075,0,0,2400.0,-87.453,-89.396,-89.549,0
indoor,74.179,1,0,2400.0,-87.311,-93.95,-92.59,0
rural,199.08,0,0,915.0,-76.787,-76.101,-74.696,2
indoor,157.087,0,0,2400.0,-98.368,-93.445,-97.028,1
urban,75.998,0,0,915.0,-85.515,-84.689,-87.251,1
urban,166.387,0,0,2400.0,-93.004,-90.012,-85.83,2
indoor,159.385,0,0,2400.0,-94.635,-97.152,-96.907,0
indoor,77.261,1,0,915.0,-93.628,-93.939,-96.667,0
urban,162.754,0,0,915.0,-96.647,-91.901,-90.037,2
rural,54.526,0,1,2400.0,-70.666,-69.871,-64.892,2
urban,148.566,0,0,2400.0,-87.227,-87.875,-92.181,0
indoor,79.059,4,0,915.0,-103.18,-103.735,-104.765,0
rural,72.481,0,0,2400.0,-69.33,-68.391,-61.042,2
indoor,37.809,1,0,2400.0,-80.714,-78.791,-77.301,2
indoor,198.448,3,0,2400.0,-110.848,-107.088,-109.913,1
urban,49.941,0,0,915.0,-80.216,-79.47,-77.945,2
indoor,155.166,0,1,915.0,-101.93,-100.599,-107.472,1
indoor,94.279,0,1,2400.0,-96.023,-91.181,-98.982,1
indoor,60.831,0,0,2400.0,-84.48,-82.112,-85.441,1
indoor,171.546,1,0,2400.0,-101.463,-95.75,-106.323,1
urban,71.373,0,0,915.0,-84.674,-84.844,-82.89,2
indoor,181.68,3,1,2400.0,-113.783,-111.009,-109.097,2
rural,117.375,0,0,915.0,-74.035,-70.431,-70.576,1
indoor,131.595,2,0,2400.0,-102.662,-100.595,-101.231,1
indoor,64.358,2,0,2400.0,-91.004,-88.515,-89.833,1
rural,11.602,0,0,915.0,-57.432,-53.98,-50.252,2
urban,101.391,0,0,2400.0,-81.324,-84.991,-86.1,0
urban,72.286,0,1,2400.0,-85.857,-82.308,-83.364,1
urban,159.055,0,0,915.0,-93.92,-91.247,-96.982,1
indoor,130.154,1,0,2400.0,-97.441,-100.246,-95.992,2
rural,26.119,0,0,915.0,-60.113,-60.95,-61.806,0
urban,177.346,0,0,915.0,-93.556,-97.194,-92.319,2
urban,48.369,0,0,2400.0,-74.475,-67.71,-75.498,1
indoor,24.031,2,0,2400.0,-81.283,-75.065,-80.118,1
urban,21.567,0,0,915.0,-67.775,-65.808,-67.327,1
urban,34.256,0,0,2400.0,-71.511,-74.763,-71.458,2
indoor,78.873,1,1,915.0,-101.203,-96.025,-97.686,1
urban,17.546,0,1,915.0,-73.961,-68.419,-73.716,1
rural,104.423,0,0,2400.0,-70.655,-68.111,-69.083,1
indoor,128.743,1,0,2400.0,-94.577,-97.297,-95.211,0
urban,8.281,0,1,915.0,-61.885,-63.281,-58.821,2
indoor,169.197,1,1,915.0,-109.302,-110.401,-114.41,0
indoor,17.139,2,0,915.0,-75.969,-71.386,-77.93,1
urban,190.174,0,0,915.0,-95.58,-95.481,-94.652,2
indoor,162.097,3,0,915.0,-108.392,-111.172,-115.217,0
urban,28.133,0,0,2400.0,-74.097,-69.298,-69.02,2
indoor,107.833,4,0,915.0,-107.201,-108.77,-102.702,2
indoor,30.515,1,0,2400.0,-79.051,-79.455,-80.381,0
indoor,197.122,2,0,2400.0,-103.265,-104.532,-102.135,2
indoor,102.452,2,1,2400.0,-104.656,-101.982,-103.281,1
urban,49.95,0,1,915.0,-84.357,-85.221,-77.509,2
urban,164.693,0,1,915.0,-100.062,-100.465,-98.246,2
urban,17.998,0,0,2400.0,-63.293,-62.611,-63.55,1
rural,141.095,0,0,2400.0,-73.651,-71.306,-76.457,1
urban,41.225,0,0,915.0,-79.606,-75.492,-77.342,1
indoor,29.506,1,0,915.0,-82.761,-78.472,-81.89,1
urban,106.746,0,0,915.0,-85.851,-89.578,-91.338,0
indoor,126.031,0,0,915.0,-97.843,-100.08,-94.435,2
urban,45.009,0,0,2400.0,-73.702,-74.468,-81.777,0
indoor,29.871,0,0,2400.0,-76.363,-73.671,-75.306,1
indoor,167.013,1,1,2400.0,-98.425,-109.23,-108.502,0
indoor,168.913,1,1,2400.0,-106.14,-103.215,-112.414,1
indoor,36.944,1,0,915.0,-85.613,-83.609,-84.317,1
urban,60.957,0,0,915.0,-84.362,-80.203,-74.544,2
urban,90.205,0,1,915.0,-99.345,-91.051,-89.479,2
urban,31.421,0,0,2400.0,-73.096,-66.753,-71.065,1
urban,124.283,0,0,2400.0,-87.737,-87.278,-81.689,2
rural,198.848,0,0,915.0,-77.417,-73.386,-73.76,1
rural,185.045,0,0,2400.0,-76.567,-77.191,-75.388,2
indoor,31.638,0,0,915.0,-80.552,-81.893,-77.76,2
indoor,156.868,2,0,915.0,-105.667,-103.993,-108.729,1
urban,150.868,0,0,915.0,-92.048,-90.039,-94.994,1
indoor,45.471,1,0,2400.0,-85.475,-82.104,-85.44,1
indoor,187.051,2,0,2400.0,-103.918,-104.147,-104.835,0
rural,126.407,0,1,2400.0,-77.98,-78.129,-76.778,2
indoor,59.743,0,0,915.0,-87.899,-86.152,-85.362,2
rural,199.56,0,0,915.0,-79.109,-81.593,-75.376,2
rural,143.253,0,0,2400.0,-72.976,-74.338,-73.514,0
rural,128.819,0,0,915.0,-80.132,-72.01,-74.001,1
urban,121.54,0,0,2400.0,-85.752,-87.047,-88.101,0
urban,106.089,0,1,915.0,-93.282,-95.134,-93.997,0
rural,71.166,0,0,2400.0,-69.977,-66.593,-67.409,1
indoor,50.2,0,0,915.0,-87.271,-82.601,-85.197,1
urban,138.107,0,0,915.0,-89.83,-93.548,-87.695,2
urban,17.748,0,0,2400.0,-57.923,-63.571,-62.851,0
urban,176.236,0,0,915.0,-93.897,-88.808,-98.393,1
urban,183.894,0,0,915.0,-94.948,-95.903,-96.751,0
urban,16.991,0,0,915.0,-67.698,-66.228,-66.759,1
urban,171.05,0,0,2400.0,-89.88,-86.926,-90.473,1
urban,102.354,0,0,2400.0,-85.074,-85.906,-86.653,0
urban,110.739,0,1,2400.0,-93.316,-91.791,-92.928,1
urban,3.257,0,0,2400.0,-45.137,-39.736,-44.35,1
urban,62.469,0,1,915.0,-88.531,-84.394,-88.931,1
urban,65.233,0,0,915.0,-81.112,-83.475,-82.07,0
rural,40.724,0,0,915.0,-66.105,-63.544,-63.017,2
urban,101.625,0,1,2400.0,-90.711,-91.751,-88.154,2
indoor,54.529,1,1,915.0,-96.396,-94.167,-96.566,1
indoor,198.015,2,0,915.0,-114.3,-108.575,-111.735,1
rural,56.44,0,0,915.0,-69.741,-65.824,-63.004,2
urban,127.656,0,0,915.0,-87.84,-89.256,-89.089,0
urban,174.38,0,0,915.0,-89.864,-92.844,-89.542,2
rural,85.048,0,0,2400.0,-65.837,-67.846,-64.542,2
